-5.43000000e-006,0.000000
-5.42900000e-006,0.000000
-5.42800000e-006,0.000000
-5.42700000e-006,0.000000
-5.42600000e-006,0.000000
-5.42500000e-006,0.000000
-5.42400000e-006,0.000000
-5.42300000e-006,0.000076
-5.42200000e-006,0.000370
-5.42100000e-006,0.001088
-5.42000000e-006,0.002332
-5.41900000e-006,0.004112
-5.41800000e-006,0.006429
-5.41700000e-006,0.009349
-5.41600000e-006,0.012920
-5.41500000e-006,0.017025
-5.41400000e-006,0.021543
-5.41300000e-006,0.026280
-5.41200000e-006,0.030825
-5.41100000e-006,0.034802
-5.41000000e-006,0.037945
-5.40900000e-006,0.039948
-5.40800000e-006,0.040319
-5.40700000e-006,0.038404
-5.40600000e-006,0.033564
-5.40500000e-006,0.025184
-5.40400000e-006,0.012535
-5.40300000e-006,-0.005130
-5.40200000e-006,-0.028486
-5.40100000e-006,-0.058273
-5.40000000e-006,-0.095128
-5.39900000e-006,-0.139655
-5.39800000e-006,-0.192561
-5.39700000e-006,-0.254255
-5.39600000e-006,-0.324934
-5.39500000e-006,-0.404820
-5.39400000e-006,-0.494218
-5.39300000e-006,-0.593503
-5.39200000e-006,-0.702714
-5.39100000e-006,-0.821654
-5.39000000e-006,-0.950129
-5.38900000e-006,-1.087713
-5.38800000e-006,-1.233767
-5.38700000e-006,-1.387530
-5.38600000e-006,-1.548061
-5.38500000e-006,-1.714403
-5.38400000e-006,-1.885598
-5.38300000e-006,-2.060386
-5.38200000e-006,-2.237319
-5.38100000e-006,-2.414941
-5.38000000e-006,-2.591731
-5.37900000e-006,-2.766203
-5.37800000e-006,-2.936840
-5.37700000e-006,-3.102042
-5.37600000e-006,-3.260008
-5.37500000e-006,-3.408770
-5.37400000e-006,-3.546697
-5.37300000e-006,-3.672340
-5.37200000e-006,-3.783982
-5.37100000e-006,-3.879846
-5.37000000e-006,-3.958284
-5.36900000e-006,-4.017715
-5.36800000e-006,-4.056734
-5.36700000e-006,-4.074049
-5.36600000e-006,-4.068348
-5.36500000e-006,-4.038564
-5.36400000e-006,-3.984031
-5.36300000e-006,-3.904174
-5.36200000e-006,-3.798527
-5.36100000e-006,-3.666972
-5.36000000e-006,-3.509502
-5.35900000e-006,-3.326386
-5.35800000e-006,-3.118306
-5.35700000e-006,-2.885883
-5.35600000e-006,-2.629767
-5.35500000e-006,-2.350946
-5.35400000e-006,-2.050729
-5.35300000e-006,-1.730563
-5.35200000e-006,-1.392026
-5.35100000e-006,-1.037037
-5.35000000e-006,-0.667745
-5.34900000e-006,-0.286266
-5.34800000e-006,0.105244
-5.34700000e-006,0.504385
-5.34600000e-006,0.908550
-5.34500000e-006,1.315041
-5.34400000e-006,1.721103
-5.34300000e-006,2.123879
-5.34200000e-006,2.520528
-5.34100000e-006,2.908252
-5.34000000e-006,3.284330
-5.33900000e-006,3.646141
-5.33800000e-006,3.991042
-5.33700000e-006,4.316555
-5.33600000e-006,4.620390
-5.33500000e-006,4.900312
-5.33400000e-006,5.153871
-5.33300000e-006,5.378610
-5.33200000e-006,5.572567
-5.33100000e-006,5.734044
-5.33000000e-006,5.861617
-5.32900000e-006,5.954227
-5.32800000e-006,6.010950
-5.32700000e-006,6.030865
-5.32600000e-006,6.013313
-5.32500000e-006,5.958204
-5.32400000e-006,5.865616
-5.32300000e-006,5.735573
-5.32200000e-006,5.568449
-5.32100000e-006,5.365114
-5.32000000e-006,5.126747
-5.31900000e-006,4.854667
-5.31800000e-006,4.550255
-5.31700000e-006,4.215182
-5.31600000e-006,3.851608
-5.31500000e-006,3.461912
-5.31400000e-006,3.048514
-5.31300000e-006,2.614083
-5.31200000e-006,2.161582
-5.31100000e-006,1.693994
-5.31000000e-006,1.214374
-5.30900000e-006,0.726047
-5.30800000e-006,0.232331
-5.30700000e-006,-0.263572
-5.30600000e-006,-0.758290
-5.30500000e-006,-1.248559
-5.30400000e-006,-1.731320
-5.30300000e-006,-2.203136
-5.30200000e-006,-2.660410
-5.30100000e-006,-3.099903
-5.30000000e-006,-3.518743
-5.29900000e-006,-3.914206
-5.29800000e-006,-4.283594
-5.29700000e-006,-4.624421
-5.29600000e-006,-4.934287
-5.29500000e-006,-5.210910
-5.29400000e-006,-5.452384
-5.29300000e-006,-5.657035
-5.29200000e-006,-5.823359
-5.29100000e-006,-5.950125
-5.29000000e-006,-6.036380
-5.28900000e-006,-6.081536
-5.28800000e-006,-6.085364
-5.28700000e-006,-6.048067
-5.28600000e-006,-5.970182
-5.28500000e-006,-5.852191
-5.28400000e-006,-5.694845
-5.28300000e-006,-5.499379
-5.28200000e-006,-5.267179
-5.28100000e-006,-4.999697
-5.28000000e-006,-4.698601
-5.27900000e-006,-4.366063
-5.27800000e-006,-4.004635
-5.27700000e-006,-3.616976
-5.27600000e-006,-3.205831
-5.27500000e-006,-2.774009
-5.27400000e-006,-2.324433
-5.27300000e-006,-1.860266
-5.27200000e-006,-1.384937
-5.27100000e-006,-0.902018
-5.27000000e-006,-0.414949
-5.26900000e-006,0.073060
-5.26800000e-006,0.558738
-5.26700000e-006,1.038562
-5.26600000e-006,1.509047
